Date,NVDA,Nasdaq,AMD,META,GOOGL,GOOG,TSLA,MSFT,AMZN,AAPL,INTC,AVGO
2023-03-27,26.51194190979004,11768.83984375,96.61000061035156,201.7332763671875,101.84917449951172,102.45101928710938,191.80999755859375,271.5545654296875,98.04000091552734,156.49449157714844,28.48048210144043,60.58345413208008
2023-03-28,26.39102554321289,11716.080078125,94.55999755859375,199.58505249023438,100.42770385742188,100.76106262207031,189.19000244140625,270.4246520996094,97.23999786376953,155.87161254882812,28.587844848632812,60.37662887573242
2023-03-29,26.96461296081543,11926.240234375,96.08999633789062,204.2295684814453,100.78556060791016,101.29786682128906,193.8800048828125,275.61248779296875,100.25,158.95643615722656,30.76438331604004,60.45394515991211
2023-03-30,27.363325119018555,12013.4697265625,97.87999725341797,206.7060089111328,100.28853607177734,100.72130584716797,195.27999877929688,279.0906982421875,102.0,160.52847290039062,31.320720672607422,61.25129318237305
2023-03-31,27.757043838500977,12221.91015625,98.01000213623047,210.7836456298828,103.11161041259766,103.38546752929688,207.4600067138672,283.2664489746094,103.29000091552734,163.03982543945312,31.886812210083008,62.00419235229492
2023-04-03,27.94490623474121,12189.4501953125,96.55999755859375,211.907470703125,103.73784637451172,104.29008483886719,194.77000427246094,282.2151794433594,102.41000366210938,164.29550170898438,32.101539611816406,62.094078063964844
2023-04-04,27.43327522277832,12126.330078125,95.87000274658203,213.54847717285156,104.09571075439453,104.49884796142578,192.5800018310547,282.166015625,103.94999694824219,163.7615966796875,32.30650329589844,61.315086364746094
2023-04-05,26.8616886138916,11996.8603515625,92.55999755859375,210.32615661621094,103.8471908569336,104.32984161376953,185.52000427246094,279.3756408691406,101.0999984741211,161.9126739501953,32.04298400878906,60.79318618774414
2023-04-06,27.017574310302734,12087.9599609375,92.47000122070312,214.92091369628906,107.77364349365234,108.25650787353516,185.05999755859375,286.5088806152344,102.05999755859375,162.8025360107422,32.023460388183594,60.177528381347656
2023-04-10,27.559186935424805,12084.3603515625,95.4800033569336,213.57830810546875,105.80545043945312,106.31802368164062,184.50999450683594,284.3374328613281,102.16999816894531,160.2022247314453,31.74040985107422,60.63660430908203
2023-04-11,27.14948272705078,12031.8798828125,94.02999877929688,212.68319702148438,104.7219467163086,105.49293518066406,186.7899932861328,277.8919982910156,99.91999816894531,158.986083984375,31.574485778808594,60.07411575317383
2023-04-12,26.475967407226562,11929.33984375,92.33000183105469,212.83236694335938,104.01618194580078,104.59825897216797,180.5399932861328,278.5403747558594,97.83000183105469,158.29397583007812,31.252399444580078,59.603431701660156
2023-04-13,26.443986892700195,12166.26953125,92.08999633789062,219.14773559570312,106.78955841064453,107.55071258544922,185.89999389648438,284.779541015625,102.4000015258789,163.6923828125,31.35976219177246,60.33216094970703
2023-04-14,26.738771438598633,12123.4697265625,91.75,220.2815399169922,108.2209701538086,108.81320190429688,185.0,281.1441955566406,102.51000213623047,163.34632873535156,31.125516891479492,59.8779182434082
2023-04-17,26.982603073120117,12157.7197265625,89.87000274658203,217.66586303710938,105.33826446533203,105.7911605834961,187.0399932861328,283.7577209472656,102.73999786376953,163.36611938476562,31.369522094726562,60.63371276855469
2023-04-18,27.647123336791992,12153.41015625,89.77999877929688,216.701171875,103.87701416015625,104.49884796142578,184.30999755859375,283.335205078125,102.30000305175781,164.59210205078125,31.06695556640625,61.11309051513672
2023-04-19,27.91093635559082,12157.23046875,89.94000244140625,214.52310180664062,103.55892181396484,104.39942932128906,180.58999633789062,283.4137878417969,104.30000305175781,165.73902893066406,30.403255462646484,61.32378387451172
2023-04-20,27.084531784057617,12059.5595703125,90.11000061035156,211.907470703125,104.66230773925781,105.27423858642578,162.99000549316406,281.11468505859375,103.80999755859375,164.7700653076172,30.120208740234375,61.18074417114258
2023-04-21,27.099515914916992,12072.4599609375,88.43000030517578,211.72845458984375,104.7815933227539,105.2841796875,165.0800018310547,280.77081298828125,106.95999908447266,163.15847778320312,29.57362937927246,61.16914749145508
2023-04-24,27.022573471069336,12037.2001953125,87.56999969482422,211.62899780273438,105.33826446533203,106.1490249633789,162.5500030517578,276.85040283203125,106.20999908447266,163.46498107910156,28.948972702026367,61.3276481628418
2023-04-25,26.222145080566406,11799.16015625,83.80000305175781,206.4176025390625,103.23088836669922,103.99185943603516,160.6699981689453,270.61138916015625,102.56999969482422,161.92259216308594,28.187673568725586,60.11760330200195
2023-04-26,26.936634063720703,11854.349609375,85.94000244140625,208.25747680664062,103.09172058105469,103.83279418945312,153.75,290.2130126953125,104.9800033569336,161.9126739501953,28.353595733642578,59.554141998291016
2023-04-27,27.206439971923828,12142.240234375,87.44000244140625,237.2583770751953,106.94859313964844,107.72964477539062,160.19000244140625,299.5078430175781,109.81999969482422,166.51023864746094,29.144180297851562,59.76870346069336
2023-04-28,27.729066848754883,12226.580078125,89.37000274658203,239.0087890625,106.70008087158203,107.58052825927734,164.30999755859375,301.8953857421875,105.44999694824219,167.7659149169922,30.315414428710938,60.55059814453125
2023-05-01,28.889232635498047,12212.599609375,89.69000244140625,241.85317993164062,106.5609130859375,107.07353973388672,161.8300018310547,300.22509765625,102.05000305175781,167.6769256591797,29.57362937927246,61.657222747802734
2023-05-02,28.189733505249023,12080.509765625,89.91000366210938,237.93466186523438,104.69212341308594,105.35376739501953,160.30999755859375,300.0777587890625,103.62999725341797,166.63877868652344,29.056339263916016,59.18204879760742
2023-05-03,27.782024383544922,12025.330078125,81.62000274658203,235.73672485351562,104.7815933227539,105.49293518066406,160.61000061035156,299.08538818359375,103.6500015258789,165.56106567382812,29.915241241455078,59.26516342163086
2023-05-04,27.542198181152344,11966.400390625,86.61000061035156,232.24586486816406,104.06587982177734,104.58830261230469,161.1999969482422,300.0777587890625,104.0,163.91978454589844,30.61595916748047,58.97134780883789
2023-05-05,28.659395217895508,12235.41015625,89.83999633789062,231.50990295410156,104.94063568115234,105.58737182617188,170.05999755859375,305.2262268066406,105.66000366210938,171.61203002929688,30.370952606201172,60.90046691894531
2023-05-08,29.130056381225586,12256.919921875,95.04000091552734,231.9972686767578,107.12752532958984,107.60040283203125,171.7899932861328,303.26123046875,105.83000183105469,171.5428009033203,30.15534782409668,60.79801559448242
2023-05-09,28.550472259521484,12179.5498046875,95.05999755859375,232.09669494628906,106.71002960205078,107.30219268798828,169.14999389648438,301.6399841308594,106.62000274658203,169.8323516845703,29.49873161315918,59.77836990356445
2023-05-10,28.86425018310547,12306.4404296875,97.0199966430664,231.8083038330078,111.08379364013672,111.61653900146484,168.5399932861328,306.85723876953125,110.19000244140625,171.60214233398438,29.371328353881836,60.52836608886719
2023-05-11,28.557470321655273,12328.509765625,97.0999984741211,234.5034942626953,115.87505340576172,116.20923614501953,172.0800018310547,304.6956481933594,112.18000030517578,171.7899932861328,28.28350067138672,60.663665771484375
2023-05-12,28.319639205932617,12284.740234375,95.26000213623047,232.53428649902344,116.80945587158203,117.22320556640625,167.97999572753906,303.57562255859375,110.26000213623047,170.8593292236328,28.3717041015625,61.0000114440918
2023-05-15,28.932201385498047,12365.2099609375,97.4000015258789,237.55673217773438,115.81541442871094,116.26887512207031,166.35000610351562,304.0570373535156,111.19999694824219,170.36427307128906,29.204723358154297,61.836021423339844
